,gender,seniorcitizen,partner,dependents,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,phoneservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,cust-loyality,family_member,subscription_count
3070,Female,old,No,No,unknown,DSL,Yes,Yes,No,Yes,No,Yes,6,No,Month-to-month,No,Credit card (automatic),50.95,307.6,No,New,Single,4
3071,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,47,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,Loyal,Married With Dependents ,6
3072,Female,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,61,Yes,One year,Yes,Electronic check,79.4,4820.55,No,Very Loyal,Married With Dependents ,5
3073,Female,old,No,No,unknown,DSL,Yes,Yes,Yes,No,Yes,Yes,52,No,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,Very Loyal,Single,5
3074,Female,old,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,35,Yes,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,Loyal,Married With Dependents ,2
3075,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,71,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,Very Loyal,Married,4
3076,Female,old,No,No,No,DSL,Yes,Yes,No,No,No,No,6,Yes,Month-to-month,No,Electronic check,56.25,389.1,Yes,New,Single,2
3077,Male,old,Yes,No,No,DSL,Yes,No,Yes,No,No,No,45,Yes,Two year,No,Credit card (automatic),53.3,2296.25,No,Loyal,Married,2
3078,Female,youth,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,2,Yes,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,New,Single,1
3079,Female,old,No,No,No,DSL,No,Yes,No,No,Yes,Yes,4,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,New,Single,3
3080,Male,old,No,No,unknown,DSL,No,No,No,No,No,No,2,No,Month-to-month,No,Mailed check,24.3,38.45,No,New,Single,0
3081,Male,old,No,No,No,Fiber optic,No,No,No,No,Yes,No,4,Yes,Month-to-month,No,Electronic check,77.85,299.2,Yes,New,Single,1
3082,Male,old,No,No,Yes,DSL,Yes,No,No,Yes,No,No,51,Yes,One year,No,Credit card (automatic),59.9,3043.6,No,Very Loyal,Single,2
3083,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,60,Yes,One year,No,Credit card (automatic),23.95,1506.4,No,Very Loyal,Married With Dependents ,0
3084,Male,old,No,No,No,No,No,No,No,No,No,No,9,Yes,One year,Yes,Mailed check,20.15,163.7,No,New,Single,0
3085,Male,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,New,Single,4
3086,Male,old,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,17,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,Somewhat Loyal,Single,3
3087,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,8,Yes,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,New,Single,1
3088,Male,old,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,46,Yes,Two year,No,Mailed check,81.0,3846.35,No,Loyal,Married With Dependents ,5
3089,Female,old,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,68,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,Very Loyal,Single,6
3090,Male,old,No,No,No,DSL,No,No,No,No,Yes,No,1,Yes,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,New,Single,1
3091,Female,old,Yes,No,No,No,No,No,No,No,No,No,4,Yes,One year,No,Bank transfer (automatic),20.5,79.05,No,New,Married,0
3092,Female,old,No,No,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,New,Single,0
3093,Male,old,No,Yes,No,DSL,No,Yes,No,Yes,No,No,28,Yes,One year,Yes,Credit card (automatic),54.4,1516.6,No,Loyal,Singe With Dependents,2
3094,Female,old,No,No,No,DSL,No,Yes,No,No,Yes,No,39,Yes,One year,Yes,Credit card (automatic),58.6,2224.5,No,Loyal,Single,2
3095,Male,old,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,11,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,New,Single,2
3096,Female,old,Yes,No,unknown,DSL,No,Yes,Yes,Yes,Yes,Yes,71,No,Two year,Yes,Credit card (automatic),61.4,4310.35,No,Very Loyal,Married,5
3097,Male,old,No,Yes,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,No,Mailed check,20.4,42.9,No,New,Singe With Dependents,0
3098,Male,youth,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,30,Yes,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,Loyal,Married,2
3099,Female,old,No,No,No,No,No,No,No,No,No,No,17,Yes,One year,No,Mailed check,20.15,353.65,No,Somewhat Loyal,Single,0
3100,Female,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,55,Yes,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,Very Loyal,Married,3
3101,Female,old,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,58,Yes,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,Very Loyal,Single,1
3102,Female,old,No,No,No,DSL,Yes,No,No,Yes,No,No,5,Yes,Month-to-month,No,Electronic check,54.2,308.25,Yes,New,Single,2
3103,Female,youth,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,New,Single,0
3104,Male,youth,No,No,Yes,Fiber optic,No,No,No,No,No,No,9,Yes,Month-to-month,Yes,Electronic check,74.05,678.45,No,New,Single,0
3105,Male,old,No,No,No,DSL,No,No,No,Yes,No,No,26,Yes,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,Loyal,Single,1
3106,Female,old,No,No,No,No,No,No,No,No,No,No,50,Yes,Two year,No,Credit card (automatic),19.4,1023.95,No,Very Loyal,Single,0
3107,Female,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,Very Loyal,Married,6
3108,Female,old,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,43,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,Loyal,Singe With Dependents,5
3109,Male,old,No,No,Yes,No,No,No,No,No,No,No,56,Yes,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,Very Loyal,Single,0
3110,Female,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,19.1,19.1,No,New,Single,0
3111,Male,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,72,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,Very Loyal,Married With Dependents ,4
3112,Male,old,Yes,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,Very Loyal,Married,4
3113,Male,old,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,36,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,Loyal,Married,2
3114,Male,old,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,5,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,New,Single,4
3115,Female,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,13,Yes,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,Somewhat Loyal,Single,2
3116,Female,youth,No,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,44,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,Loyal,Single,3
3117,Female,youth,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,70,Yes,One year,Yes,Electronic check,107.9,7475.85,No,Very Loyal,Married With Dependents ,5
3118,Male,old,No,No,No,No,No,No,No,No,No,No,44,Yes,One year,No,Credit card (automatic),19.5,835.5,No,Loyal,Single,0
3119,Female,youth,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,32,Yes,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,Loyal,Married,1
3120,Female,old,Yes,No,Yes,No,No,No,No,No,No,No,69,Yes,Two year,Yes,Credit card (automatic),24.95,1718.35,No,Very Loyal,Married,0
3121,Female,youth,No,No,No,DSL,No,No,No,Yes,Yes,No,16,Yes,Month-to-month,No,Electronic check,59.4,1023.9,Yes,Somewhat Loyal,Single,2
3122,Male,youth,Yes,Yes,No,No,No,No,No,No,No,No,68,Yes,One year,No,Bank transfer (automatic),19.5,1193.55,No,Very Loyal,Married With Dependents ,0
3123,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,16,Yes,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,Somewhat Loyal,Single,0
3124,Male,old,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,68,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,Very Loyal,Married With Dependents ,5
3125,Male,old,No,No,No,No,No,No,No,No,No,No,4,Yes,Month-to-month,No,Mailed check,19.0,78.9,No,New,Single,0
3126,Female,old,Yes,Yes,unknown,DSL,Yes,Yes,No,Yes,No,No,26,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,Loyal,Married With Dependents ,3
3127,Female,old,No,No,unknown,DSL,No,Yes,No,No,No,No,29,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,Loyal,Single,1
3128,Male,old,No,Yes,No,No,No,No,No,No,No,No,5,Yes,Month-to-month,No,Credit card (automatic),20.35,122.0,No,New,Singe With Dependents,0
3129,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,70,Yes,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,Very Loyal,Married,3
3130,Male,old,Yes,No,No,DSL,Yes,No,No,Yes,Yes,Yes,24,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,Loyal,Married,4
3131,Female,youth,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,72,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,Very Loyal,Married,5
3132,Male,old,No,No,No,Fiber optic,No,No,No,Yes,No,No,1,Yes,Month-to-month,Yes,Mailed check,74.3,74.3,No,New,Single,1
3133,Male,old,Yes,No,unknown,DSL,No,Yes,Yes,Yes,No,Yes,70,No,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,Very Loyal,Married,4
3134,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,36,Yes,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,Loyal,Married With Dependents ,0
3135,Female,youth,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,38,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,Loyal,Single,3
3136,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,17,Yes,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,Somewhat Loyal,Single,0
3137,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,41,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,Loyal,Married With Dependents ,5
3138,Female,old,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,New,Single,0
3139,Male,old,No,No,unknown,DSL,No,No,No,Yes,No,No,2,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,New,Single,1
3140,Male,old,No,No,No,Fiber optic,No,No,Yes,No,No,No,14,Yes,Month-to-month,No,Electronic check,76.45,1117.55,No,Somewhat Loyal,Single,1
3141,Male,youth,No,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,2,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,New,Single,4
3142,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,19.8,19.8,Yes,New,Single,0
3143,Male,old,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,13,Yes,Month-to-month,Yes,Electronic check,72.8,930.05,No,Somewhat Loyal,Married With Dependents ,4
3144,Male,old,No,No,No,No,No,No,No,No,No,No,6,Yes,Month-to-month,No,Mailed check,18.95,110.15,No,New,Single,0
3145,Female,old,No,No,No,Fiber optic,No,Yes,No,No,No,No,4,Yes,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,New,Single,1
3146,Female,old,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,5,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,New,Married With Dependents ,4
3147,Female,old,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,15,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,Somewhat Loyal,Married,4
3148,Female,old,No,No,No,Fiber optic,Yes,No,No,No,No,No,47,Yes,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,Loyal,Single,1
3149,Female,old,No,No,No,DSL,No,No,Yes,Yes,No,Yes,8,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,New,Single,3
3150,Male,old,No,No,unknown,DSL,No,No,No,No,No,No,17,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,Somewhat Loyal,Single,0
3151,Male,old,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,15,Yes,Month-to-month,No,Mailed check,75.1,1151.55,No,Somewhat Loyal,Married With Dependents ,1
3152,Female,old,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,26,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,Loyal,Single,4
3153,Female,old,No,No,Yes,DSL,Yes,No,No,No,No,No,23,Yes,Month-to-month,No,Electronic check,54.4,1249.25,No,Somewhat Loyal,Single,1
3154,Female,youth,No,No,No,Fiber optic,No,Yes,No,No,No,No,4,Yes,Month-to-month,No,Electronic check,72.75,317.75,No,New,Single,1
3155,Male,old,No,Yes,No,No,No,No,No,No,No,No,29,Yes,One year,No,Mailed check,19.85,535.05,No,Loyal,Singe With Dependents,0
3156,Female,old,No,No,No,No,No,No,No,No,No,No,25,Yes,Month-to-month,No,Mailed check,19.05,461.3,No,Loyal,Single,0
3157,Male,old,No,No,No,DSL,No,No,No,No,No,No,9,Yes,Month-to-month,No,Mailed check,44.95,431.0,Yes,New,Single,0
3158,Male,old,Yes,No,No,DSL,No,No,Yes,No,No,No,18,Yes,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,Somewhat Loyal,Married,1
3159,Male,youth,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,3,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,New,Single,2
3160,Female,old,Yes,Yes,unknown,DSL,Yes,Yes,Yes,Yes,No,No,69,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,Very Loyal,Married With Dependents ,4
3161,Male,old,No,No,No,No,No,No,No,No,No,No,14,Yes,One year,No,Mailed check,19.35,324.8,No,Somewhat Loyal,Single,0
3162,Male,old,No,No,Yes,DSL,No,No,No,No,Yes,Yes,19,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,Somewhat Loyal,Single,2
3163,Male,youth,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,39,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,Loyal,Single,2
3164,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,31,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,Loyal,Single,4
3165,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,24,Yes,One year,No,Mailed check,20.25,439.75,No,Loyal,Married With Dependents ,0
3166,Male,old,Yes,No,No,DSL,No,No,No,Yes,No,No,14,Yes,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,Somewhat Loyal,Married,1
3167,Female,old,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,64,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,Very Loyal,Married,5
3168,Female,old,No,No,No,No,No,No,No,No,No,No,50,Yes,One year,Yes,Mailed check,19.35,1033.0,No,Very Loyal,Single,0
3169,Male,old,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,52,Yes,One year,Yes,Electronic check,68.75,3482.85,No,Very Loyal,Married With Dependents ,4
3170,Male,old,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,28,Yes,One year,No,Electronic check,100.2,2688.45,No,Loyal,Single,3
3171,Female,old,No,No,No,No,No,No,No,No,No,No,21,Yes,Two year,Yes,Credit card (automatic),20.85,435.25,No,Somewhat Loyal,Single,0
3172,Male,old,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,25,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,Loyal,Singe With Dependents,3
3173,Female,old,Yes,No,No,No,No,No,No,No,No,No,17,Yes,One year,No,Mailed check,19.35,307.0,No,Somewhat Loyal,Married,0
3174,Male,old,Yes,No,unknown,DSL,No,No,No,No,Yes,Yes,58,No,One year,Yes,Credit card (automatic),45.0,2689.35,No,Very Loyal,Married,2
3175,Male,youth,Yes,No,No,Fiber optic,No,No,No,No,No,Yes,17,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,Somewhat Loyal,Married,1
3176,Female,old,Yes,No,Yes,No,No,No,No,No,No,No,51,Yes,Two year,No,Mailed check,25.5,1281.25,No,Very Loyal,Married,0
3177,Male,old,Yes,Yes,unknown,DSL,Yes,No,Yes,Yes,Yes,No,72,No,Two year,No,Mailed check,48.9,3527.0,No,Very Loyal,Married With Dependents ,4
3178,Male,old,Yes,No,No,Fiber optic,Yes,No,No,No,Yes,No,52,Yes,Month-to-month,No,Electronic check,84.1,4348.65,Yes,Very Loyal,Married,2
3179,Female,old,No,No,No,No,No,No,No,No,No,No,27,Yes,Two year,Yes,Mailed check,19.6,561.15,No,Loyal,Single,0
3180,Female,old,No,No,No,No,No,No,No,No,No,No,3,Yes,Month-to-month,No,Mailed check,20.0,63.6,No,New,Single,0
3181,Female,old,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,64,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,Very Loyal,Married,5
3182,Female,old,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,45,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,Loyal,Married,3
3183,Male,youth,Yes,No,unknown,DSL,No,No,No,No,Yes,No,3,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,New,Married,1
3184,Female,old,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,Very Loyal,Married,5
3185,Female,youth,No,No,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,New,Single,0
3186,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,58,Yes,Two year,No,Credit card (automatic),20.3,1160.75,No,Very Loyal,Married With Dependents ,0
3187,Male,old,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,34,Yes,Month-to-month,Yes,Electronic check,89.85,3091.75,No,Loyal,Married With Dependents ,3
3188,Female,old,No,No,No,DSL,Yes,No,No,No,No,No,8,Yes,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,New,Single,1
3189,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,15,Yes,Month-to-month,No,Mailed check,19.8,272.95,No,Somewhat Loyal,Married With Dependents ,0
3190,Male,old,Yes,Yes,unknown,DSL,No,No,Yes,Yes,Yes,Yes,66,No,Two year,No,Bank transfer (automatic),54.65,3632.0,No,Very Loyal,Married With Dependents ,4
3191,Male,youth,No,No,unknown,DSL,No,Yes,No,No,No,No,12,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,Somewhat Loyal,Single,1
3192,Male,old,No,No,No,No,No,No,No,No,No,No,58,Yes,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,Very Loyal,Single,0
3193,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,3,Yes,Two year,No,Mailed check,19.1,52.0,No,New,Married With Dependents ,0
3194,Female,youth,Yes,No,unknown,DSL,No,Yes,Yes,No,Yes,Yes,43,No,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,Loyal,Married,4
3195,Female,old,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,9,Yes,Month-to-month,No,Electronic check,80.55,653.9,No,New,Single,2
3196,Female,old,No,No,No,No,No,No,No,No,No,No,3,Yes,One year,No,Mailed check,20.25,71.2,No,New,Single,0
3197,Female,old,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,22,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,Somewhat Loyal,Married With Dependents ,3
3198,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,40,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,Loyal,Married,4
3199,Female,old,No,No,Yes,No,No,No,No,No,No,No,68,Yes,Two year,No,Bank transfer (automatic),25.5,1821.8,No,Very Loyal,Single,0
3200,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,54,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,Very Loyal,Married,4
3201,Female,old,No,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,50,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,Very Loyal,Single,4
3202,Male,old,No,No,No,DSL,No,No,No,No,No,Yes,1,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,New,Single,1
3203,Female,old,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,Very Loyal,Married,6
3204,Male,old,No,Yes,No,No,No,No,No,No,No,No,40,Yes,One year,Yes,Bank transfer (automatic),20.4,854.9,No,Loyal,Singe With Dependents,0
3205,Female,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,Very Loyal,Married With Dependents ,6
3206,Female,old,No,No,No,No,No,No,No,No,No,No,6,Yes,Month-to-month,No,Mailed check,20.0,109.2,No,New,Single,0
3207,Female,old,No,No,No,No,No,No,No,No,No,No,5,Yes,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,New,Single,0
3208,Male,old,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,48,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,Loyal,Married,3
3209,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,New,Single,2
3210,Female,old,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,64,Yes,One year,No,Mailed check,65.8,4068.0,No,Very Loyal,Married With Dependents ,3
3211,Female,old,No,No,No,No,No,No,No,No,No,No,17,Yes,One year,No,Credit card (automatic),20.05,337.9,No,Somewhat Loyal,Single,0
3212,Male,old,Yes,No,No,Fiber optic,No,Yes,Yes,No,No,No,40,Yes,Month-to-month,Yes,Electronic check,80.0,3168.75,No,Loyal,Married,2
3213,Female,old,Yes,Yes,unknown,DSL,Yes,No,Yes,No,No,No,41,No,One year,No,Credit card (automatic),35.4,1412.4,No,Loyal,Married With Dependents ,2
3214,Male,youth,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,51,Yes,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,Very Loyal,Single,1
3215,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,41,Yes,Month-to-month,Yes,Electronic check,80.25,3439.0,No,Loyal,Married,1
3216,Female,old,Yes,Yes,No,DSL,No,No,Yes,No,No,No,1,Yes,Month-to-month,No,Mailed check,50.45,50.45,Yes,New,Married With Dependents ,1
3217,Female,old,No,No,No,No,No,No,No,No,No,No,2,Yes,Month-to-month,Yes,Mailed check,20.45,42.45,No,New,Single,0
3218,Male,old,No,No,No,Fiber optic,No,Yes,Yes,No,No,No,68,Yes,One year,No,Credit card (automatic),79.6,5461.45,No,Very Loyal,Single,2
3219,Female,old,Yes,Yes,Yes,No,No,No,No,No,No,No,24,Yes,Two year,No,Mailed check,24.7,571.75,No,Loyal,Married With Dependents ,0
3220,Male,old,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,70,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,Very Loyal,Married,4
3221,Male,old,No,No,unknown,DSL,No,No,No,Yes,No,No,3,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,New,Single,1
3222,Male,old,No,No,No,DSL,No,No,No,No,No,No,2,Yes,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,New,Single,0
3223,Male,old,Yes,No,unknown,DSL,No,Yes,No,No,No,No,3,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,New,Married,1
3224,Female,old,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,7,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,New,Single,3
3225,Female,old,No,No,No,DSL,Yes,No,No,No,Yes,Yes,13,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,Somewhat Loyal,Single,3
3226,Male,old,No,No,No,No,No,No,No,No,No,No,7,Yes,Month-to-month,No,Mailed check,20.75,141.1,No,New,Single,0
3227,Male,old,Yes,Yes,No,DSL,No,No,No,No,Yes,No,12,Yes,Month-to-month,Yes,Mailed check,56.3,628.65,No,Somewhat Loyal,Married With Dependents ,1
3228,Male,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,53,Yes,One year,Yes,Electronic check,105.25,5576.3,No,Very Loyal,Married With Dependents ,4
3229,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,12,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,Somewhat Loyal,Single,2
3230,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,63,Yes,Two year,No,Mailed check,19.55,1245.6,No,Very Loyal,Married With Dependents ,0
3231,Female,old,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,15,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,Somewhat Loyal,Single,6
3232,Male,old,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,36,Yes,One year,No,Mailed check,53.65,1939.35,No,Loyal,Married With Dependents ,2
3233,Male,youth,Yes,No,unknown,DSL,No,No,Yes,No,No,No,4,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,New,Married,1
3234,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,24,Yes,Two year,No,Mailed check,19.7,452.55,No,Loyal,Married With Dependents ,0
3235,Female,old,No,No,unknown,DSL,Yes,Yes,Yes,Yes,No,No,61,No,One year,No,Credit card (automatic),43.7,2696.55,No,Very Loyal,Single,4
3236,Male,old,No,No,Yes,DSL,No,Yes,No,No,No,No,16,Yes,Month-to-month,No,Electronic check,55.3,875.35,No,Somewhat Loyal,Single,1
3237,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,65,Yes,Two year,Yes,Credit card (automatic),19.85,1267.05,No,Very Loyal,Married With Dependents ,0
3238,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,26,Yes,Two year,No,Credit card (automatic),19.65,494.9,No,Loyal,Married With Dependents ,0
